outcome,Otu00001,Otu00002,Otu00003,Otu00004,Otu00005,Otu00007,Otu00008,Otu00009,Otu00010,Otu00011,Otu00012,Otu00014,Otu00015,Otu00016,Otu00017,Otu00019,Otu00021,Otu00025,Otu00028,Otu00034,Otu00035,Otu00036,Otu00040,Otu00042,Otu00050,Otu00051,Otu00075,Otu00091,Otu00117
case,0.0724,0.1406,0.124,0,0.0126,0.0468,0.057,0,2e-4,0,0,0.0216,0.0276,0,0.009,0,4e-4,0,0.0026,0.0148,0,0,0.012,0.0018,0,0,0,0.001,0
case,0,0,0,0.1098,0,2e-4,2e-4,0,0,0.0562,0.2104,0.001,0.0014,2e-4,0,0.0044,0.0044,2e-4,0,0.0024,0,0.0026,0.0478,0,0,0,0,0,0.0068
case,0.0596,0.1986,0.021,0.0906,0.0136,0,0.0056,0.002,0,0.0074,0.0038,0.0012,0.0052,4e-4,0,2e-4,0.0016,0.001,0.0774,0.0128,0,0,0.002,6e-4,0,4e-4,0,0.002,0
case,0.4866,4e-4,0.1296,0.0646,2e-4,0.073,0.0152,0,0.0012,0,0,0,4e-4,0,0,0,0.0102,6e-4,2e-4,2e-4,0.0056,0,0.0072,0.0068,0,0.003,0,2e-4,0
case,0.0054,0.0256,0.0456,0.0036,0.001,0,0.0014,0.009,0.121,4e-4,2e-4,4e-4,0.0152,0,0.001,0,0,0.0024,2e-4,0.0126,0,0.0308,0,2e-4,0,0,0,0,0
case,2e-4,0.2614,0.0254,0,4e-4,0,0,0.002,0,0,0,0.1148,0.0108,0.0474,0.1272,0,0.0222,0,0.0074,0.0178,0,0,2e-4,0,0,0.008,0,0,0
case,0.188,0.0058,0.0016,0.0654,2e-4,0.0344,0.1018,0,0.10780000000000001,0,0.0062,0.0028,0.0182,2e-4,0.0292,0.1,2e-4,0.0034,0.0182,0.001,0.0014,0.0024,0,0.0032,0.0106,4e-4,0.0028,0.0034,0.0012
case,0.0138,0.0186,0.0034,0.003,4e-4,0.002,0.0108,0.323,0.0036,0,4e-4,0.005,0.0334,0.0014,0.0084,0.0016,0.0036,0.001,0.0022,0.0016,0,4e-4,6e-4,0,8e-4,2e-4,0,0.003,6e-4
nondiarrheal_control,2e-4,2e-4,2e-4,0.1016,0,0.036,2e-4,0,0,0.0134,0.1542,0,0.001,0.0262,0,0,0.0252,0.0042,0.002,8e-4,4e-4,0.0088,0.002,0,0.0042,2e-4,4e-4,0,4e-4
nondiarrheal_control,4e-4,0.1024,0.1634,8e-4,0.1142,4e-4,2e-4,0.0068,2e-4,0,0,2e-4,2e-4,0,0,2e-4,0,0,0,0,0,0,0,0,0,0,0,0,0
nondiarrheal_control,0.2588,2e-4,2e-4,0.0476,0,0.0124,0.0348,0,0.1194,0.0748,0.0082,0,0.0052,0.0282,0.0018,0,0.0028,0,4e-4,0.0014,0,0.0032,0.0118,0.0516,0.005,4e-4,0.0024,2e-4,8e-4
nondiarrheal_control,0.2302,0.0056,6e-4,0.0026,2e-4,0.0036,0.06,2e-4,0.026,0.0024,0.1674,0.079,0.1014,0.0124,0.027,0.0136,0,0,0.001,2e-4,0,0,0.0106,0.0012,0,0,0,0,0
nondiarrheal_control,0.1014,0.0038,2e-4,0.0532,0,0.0106,0.2438,0,2e-4,0.0088,0.0766,0,0.0058,0,0,0,0.004,0.0394,0.001,2e-4,0.0028,0.008,0.0022,0.001,0.0112,2e-4,0,4e-4,0
nondiarrheal_control,0.2506,4e-4,0,0.0014,0.0012,0.0184,0.0064,0,0.1276,0.0048,4e-4,0.027,4e-4,0.0134,0.0486,0.009,0.0078,0,0,0.0036,0.0444,0,0,0.045,0,0.003,0,4e-4,0.0088
case,0.3844,0.0022,2e-4,0.0532,2e-4,0.0794,2e-4,0.017,0,0,2e-4,0.053,0.0026,0,0,0.055,0.013,0,0.0768,0,0,0.0026,2e-4,0.0076,0.0012,0.0058,0,0,0
nondiarrheal_control,0.1776,0.0078,0,0.0324,0.0238,0.0064,0.037,2e-4,0.1212,0.0136,0.0382,0.088,8e-4,0.0046,0.0206,0,0.002,0.0254,0,0,0.0102,0.002,0.0072,0.0016,0.0078,0.001,8e-4,2e-4,0.0034
case,0.012,0.0584,0.1204,0,0.0828,0,0,6e-4,4e-4,0,0,2e-4,4e-4,0,0,0,0.1674,0,0,0.0442,0,0,0,0,0,0.0088,0,0.011,0
case,0.157,0.1352,0,0.029,4e-4,0.06,0.0182,2e-4,0,0.1624,0.062,0.049,0.0026,0.0032,0,0.0152,0.0068,0,0,0.0014,0,0,0,0.0018,4e-4,0.001,0,0.0018,0
case,0.1332,4e-4,6e-4,0.0104,0,0.0064,0.0026,0.0078,0,0,0.012,0,0.0588,0.0096,0.0512,0.1576,0,0,0.0076,0.0064,0,0.0042,0.0014,0.0012,0.0018,0.1912,0,0.0088,2e-4
nondiarrheal_control,0.1274,2e-4,8e-4,0.0598,2e-4,0.0282,0.0194,0.0044,2e-4,0,0.0186,0,0.026,0.012,0.0612,0.1346,0,0,0.0058,0.0102,0,0.0486,2e-4,0.0018,0.0098,0.0188,0,0.0104,0.0046
nondiarrheal_control,0.1984,0.2078,0.1136,2e-4,0,0.053,0.0506,0.0038,0,0,0,0.0052,0,0.0154,0,0,0,0,0,0,0,0,0,0.2582,0,0,0,0,0
nondiarrheal_control,0.2774,0,0.0012,0.0082,0.0224,0.0062,0.0544,2e-4,2e-4,0.0656,0,0.1138,0,0.002,0,0.0056,4e-4,0.0148,0,2e-4,0.0084,4e-4,0,0.0038,0.0044,0.0014,0.0068,0,8e-4
case,0.2046,4e-4,2e-4,0.0944,6e-4,0.065,0.078,0.001,2e-4,0,0,0,2e-4,0.0426,2e-4,0,0,0,0,0,0,0,0,0.002,0.0012,0,0,0,0
case,2e-4,0.1026,0.802,0.0214,0.0256,2e-4,2e-4,0.0024,8e-4,0,0.0116,2e-4,0.0014,0,0.0168,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0
case,4e-4,0.4472,4e-4,0,6e-4,0,0.2764,0,2e-4,6e-4,0.1052,0,0.0096,0,0,0.0024,2e-4,0,0.0072,0.0204,2e-4,0.0018,0.0202,0,0.0074,6e-4,0.0012,0,0
case,0.1986,2e-4,0.0096,0.038,2e-4,0.0334,0.031,0,0.1154,2e-4,2e-4,0,0.005,0.005,0,0.0108,0.0014,0.0096,8e-4,0.0124,0,0,0.0012,0.0036,0.001,0,0,2e-4,0.001
case,0,0.1732,0.0052,2e-4,0.1762,0,0,0.0028,0.2842,0.0132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
case,4e-4,0.0862,8e-4,0,0.3554,0,0,0.0074,4e-4,0,0,2e-4,2e-4,0,0,0,0,0,0,0,0,0,0,0,0,6e-4,0,0,0
case,8e-4,0.2062,0.1448,0,0.3298,2e-4,0,0,0,2e-4,2e-4,0,0,0,2e-4,0,0,0,0,0,0,2e-4,0,0,0,0,0,0,0
case,0,0.1092,0.006,0.4348,0.126,0,0,2e-4,0,0,0,0,0.001,2e-4,0,2e-4,0,2e-4,0,0,0,0,0,0,0,0,0.0184,2e-4,0
case,2e-4,0.105,0.02,0,0.1902,0,0,0.0538,0,0,4e-4,0,0.0112,0,0,0,0.263,0,0.0052,0.0058,0,0.0044,2e-4,0,0,0.0388,0,0.0048,0
nondiarrheal_control,0,0.1384,0.03,0,0.0188,2e-4,0,2e-4,2e-4,0,0,0,0.0334,0,0,0,0.0238,0,0.0056,2e-4,0,0,0,0,0,0,0,0,0
nondiarrheal_control,0.108,0.0084,6e-4,0.0176,0,0.021,0.0622,2e-4,0.0562,0.1084,0.0546,0,2e-4,0.0092,0,0.004,2e-4,0.0168,0,0,0.0096,4e-4,0.0078,0.0026,0.008,0,0.0084,0,4e-4
nondiarrheal_control,0.1098,0.0026,0.0032,0.0198,0,0.0066,0.0314,0,0,0.0596,0,0,0,0.0072,0.0016,0.008,4e-4,0.0032,2e-4,0,0.002,4e-4,0,0.0018,0.0036,0,0.001,0,6e-4
nondiarrheal_control,0.1512,4e-4,8e-4,0.0798,0.023,0.0146,0.0742,0,0.211,0.0036,0.0052,0,8e-4,0.005,0.0132,0,0,2e-4,0,4e-4,0.0024,0,0.0106,0.0026,2e-4,0,0,0,4e-4
nondiarrheal_control,0.0014,0,0.0112,2e-4,4e-4,0,0,0,0.1492,0.0288,0,2e-4,0.0224,0.091,0,2e-4,0,0,0,0.0566,0,2e-4,0,0,0.0134,0.0146,0,0.0048,0
nondiarrheal_control,0.1448,0.0306,0,0.0284,0.0014,2e-4,0.0598,0,0.192,0,2e-4,0,0.0018,0.0118,4e-4,0,0,0.023,4e-4,0.0042,0.0138,0.0016,0,0.0222,0.0042,0,0.0036,2e-4,0.0034
case,0.0858,0.2996,4e-4,0.03,0.0042,0.0226,0.0618,0,0,0,0.013,0.0058,0.008,0.0096,0.0418,0.0576,0.007,0,0.0082,0.0066,2e-4,0.0244,0.0018,0.001,0.0018,0,0.0016,2e-4,4e-4
nondiarrheal_control,0.6436,0.0024,0.067,0,0.0464,0,0,0.001,0,0.001,0,0,0.0166,0,0,0,0,0,2e-4,0.0124,2e-4,0.0038,0,0.0068,0.0022,4e-4,2e-4,0.001,4e-4
case,2e-4,0.1018,0.0876,2e-4,0.1014,0,0,8e-4,2e-4,2e-4,0,0,0,0,0,0,8e-4,0.0046,0,0.0044,0.0026,0.0106,0,0,0,0,0,0,0
case,0.086,4e-4,0.126,0.103,0,0.0036,0.0268,2e-4,0,0,0.0056,4e-4,0.0046,0.0376,0.0038,0,0.0126,0,0,0.01,0,0,0.0238,0.0012,0.0064,0.0018,0,0.0012,0.0024
case,0.1646,0.1552,0.0406,0.041,0.0082,0.058,0.0176,8e-4,2e-4,0.1,0.0864,0.0572,0.0012,0.0054,0,0.0118,0.0066,0,0.008,0.004,0,0,0,0.0024,4e-4,0.0018,0,0.0012,0
case,2e-4,8e-4,0.1184,0,0.6122,0,0,0.017,0,0,0,0,2e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nondiarrheal_control,0.1514,0,0,0.2378,6e-4,0,0.0332,4e-4,0.2736,2e-4,0,0,0.027,2e-4,0,0,0.0126,0,0.0346,0.0094,0,0.0138,0,0.0028,0.005,0.0018,0.0026,0.007,2e-4
nondiarrheal_control,0.339,0.213,0.0446,0,0.248,0.0104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022,0,0,0,0,0
nondiarrheal_control,0,0,0,2e-4,4e-4,0,0.079,0.0186,2e-4,2e-4,0,2e-4,0.0096,0.0274,0,0.0352,0.0114,0.0012,0.0104,0.0012,2e-4,0.0024,0,0,0.0108,0.0026,0.0018,0,0.0184
case,0.0522,0.047,0.0036,0.017,0,0.0324,0.019,0,6e-4,0.0068,0.0188,0,0.0042,0.0012,0.0088,2e-4,0,0,2e-4,0.0028,8e-4,0.0034,0.0188,0.001,0.0018,0,0,8e-4,0.0024
case,0.0088,0.6908,0.0588,0.015,2e-4,0,0.009,0,0,0.0112,0.0142,0,0.0026,0,0.0346,6e-4,4e-4,0,0,0.0014,0,0.0112,0.001,0.0014,2e-4,4e-4,0,0,0
nondiarrheal_control,0,0.0294,0.2016,0.0392,0.001,0,0.024,0.0018,0,0,2e-4,0,0.0026,0,0,0.2168,0.0068,0,0.0064,0.0012,0.001,0.011,0,0,0,0,0,4e-4,0
nondiarrheal_control,0.002,0.0734,0.0018,0,0.0036,4e-4,4e-4,4e-4,0,2e-4,0,0,0.0672,2e-4,0,0,0.2218,0,0.0028,0.1096,0.005,0.0732,2e-4,2e-4,0,0.0342,0,0,0
case,0.0264,0.5968,0.1822,0.0064,0.0016,0.0072,0.0028,0.013,8e-4,0.0052,0,0,2e-4,2e-4,4e-4,2e-4,0.0014,4e-4,0,0,0,4e-4,6e-4,2e-4,0,6e-4,0,0,0
case,0.0048,0.0054,0.3102,0.0016,0.019,4e-4,0.0058,0.0472,0,2e-4,8e-4,4e-4,0.119,2e-4,0.0026,0.0014,4e-4,0,0,0.1216,0,2e-4,0,2e-4,0,0,0,0,0
case,2e-4,0.8144,0.009,0,0.0696,0,0,2e-4,0,0,0,0,0.0014,0,0,0,0,0,0.0146,0,0,0,0,0,0,0,0,0,0
case,6e-4,0.0358,0.0748,2e-4,0.2668,0,0,6e-4,0,2e-4,0,0,0.0086,0,0,0,0.0406,0,0.0194,0.016,0,0,0,0,0,0.01,0,0,0
case,0.1474,0.0662,8e-4,0.0926,0,0.1,0.065,0,0.062,0.1276,0.0878,0,0.0068,0.0338,0.0202,0.0148,6e-4,0.001,6e-4,0.0014,0.014,0.0082,8e-4,0.002,4e-4,0.0016,8e-4,2e-4,0
case,0.1646,0.1208,4e-4,0,0.0914,0,4e-4,0.0604,2e-4,2e-4,0,0,0.0012,0.056,0,0.0014,2e-4,0,0.0028,0.0048,0,0,0.0082,0.0018,0.0012,0,4e-4,0,0
case,0.1626,0.0344,2e-4,0.0932,0.001,0,0.0392,0,0,0.0816,0.0308,0.0544,8e-4,0.0104,0.023,0.0396,0.002,0.0494,4e-4,0,0.0084,0.0116,0,0.0034,0.011,0.0014,0.0016,0,6e-4
nondiarrheal_control,0.2494,0.0024,2e-4,0.0534,0.0012,0.0546,0,0,0,0.1204,0.065,0,0.0046,0,0.028,0,0.007,0.0168,0.001,0.0028,0.0254,0,0,0.0018,0.014,0,0.002,0.0012,0.0024
nondiarrheal_control,0.0756,0.1236,0.0018,0.0036,0.1048,0.0056,0.0464,0,0,0.0368,0.008,0.001,2e-4,0.014,0.0096,2e-4,0.0288,0.0042,0,0,4e-4,4e-4,0.006,0.0012,0.0018,0,0.0024,0,4e-4
case,0.0318,4e-4,2e-4,0.1372,0,0,0.1368,0.0018,0.1702,0,0,0,0.0132,0,0,0,0.0184,0,0.0444,0.0156,0,0.0274,0,6e-4,0.0132,0.0292,6e-4,0.0038,0.0012
case,0,0.0014,0.1598,0,0.001,2e-4,0.2274,0,0,0,0,0,0.0236,0,0,0,0.0036,0,0.0212,0.0356,0.0018,0,0,0,0,4e-4,0,0.0028,0
case,0.0048,0.0018,0.4626,6e-4,0.0462,0,0.0016,0.0582,0,0,2e-4,0.0114,0.009,0,0.0198,8e-4,0,0.0132,0.0156,0.003,0,2e-4,0,2e-4,0,6e-4,0,2e-4,0.0046
case,2e-4,2e-4,0.2468,0,0.142,0,0,0,2e-4,0,0,0.0166,0.0022,0,0.0344,0,0,0.0404,0,0,0,0,0,0,0,4e-4,6e-4,2e-4,0.0188
case,4e-4,4e-4,0.0246,2e-4,0.0096,0,2e-4,0.0602,0,0,0,0.001,0,0,0.0022,0,0,0.0016,0.0086,0,0,0,0,0,0,0,4e-4,2e-4,0.001
case,2e-4,0.0524,4e-4,0,0.0118,0,0,2e-4,2e-4,2e-4,2e-4,0.4622,0,0.2586,2e-4,0,0,0,0.0764,0.0356,0,0,0,0,0.004,0.002,0,0,0
case,0.3846,0.1858,0.1,0,0.0116,2e-4,0,0.0096,0,4e-4,2e-4,0,0.152,0,0,0,0.0218,0,0,0.0358,0,0,0,0.0092,0,0.0174,0,2e-4,0
case,0,0,0,0.2642,0.0022,0.3104,2e-4,0.0184,0,0,0,0,0.0266,0,0,0,0.0166,0,0.018,0.0336,0,0,0,0,6e-4,0.0064,0,0.0016,2e-4
case,0.0022,0.0018,0,8e-4,6e-4,6e-4,2e-4,0.0016,4e-4,8e-4,8e-4,0.0012,2e-4,2e-4,0,0,2e-4,0,0,2e-4,0,0,0,0,0,0.102,0,0,0
case,0.001,0,0,0.0098,2e-4,2e-4,0.0894,0.0758,0.0044,4e-4,0.331,0,0.0016,6e-4,0,0.001,0,0,2e-4,2e-4,2e-4,2e-4,0,0,0,0,0,2e-4,0
nondiarrheal_control,0.0044,0.051,0.1142,0.001,0.2392,0.001,0.0016,0.005,0,0.2652,0.001,8e-4,0,0,8e-4,0,0,0,0,0.0098,0.0074,0.0174,0,0,0,0.031,0,0,0
nondiarrheal_control,0.1636,2e-4,0,0.0328,4e-4,0.1168,0.369,0.0014,0,4e-4,0.0236,0.0742,0.0568,0.0288,0,0,0.0022,0,6e-4,0.0038,0.0122,0,0.007,0.0032,0.0234,2e-4,0,0.0042,0.005
nondiarrheal_control,0.0676,0.0024,2e-4,0.0638,0,0.0516,0.0432,0,0.0976,0,0.016,0,0.0118,0.033,0.0716,0,0.0074,0.0484,0.0092,0.004,0.0038,0.0074,0.1052,8e-4,0.0212,2e-4,0.0042,0.0018,0.0014
case,0.2702,0.0028,2e-4,0.0392,0,0.067,0,0,0,0.0074,0.0522,0,0.0016,0.0214,0,0,0.0062,0.005,0.001,0.0026,0.0128,0.0048,0,0.002,0.0404,0.0012,0,0,0.0034
case,0,0.0676,0.0034,0.1712,0.001,0,0,0.0048,0,2e-4,0,0,0.0114,0,0.1056,0.046,0.01,0,0.0088,0.0116,0,0,0,0,6e-4,0.0036,0,2e-4,0
case,0,0.2444,0.0062,2e-4,0.0554,0,0.0384,0.2082,0,2e-4,2e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4e-4,0,0
case,0.1672,0.0022,0,0.0444,0,0.0342,0.0332,6e-4,0.0698,0.001,0.017,0,0.0064,0.0328,0.0104,0.0378,0.0012,0,0,0,0.002,0.0384,8e-4,0.0016,0.0014,0,0,0,0
case,0.2728,0,8e-4,0.0642,0.0562,0.039,0.0636,0,2e-4,0.0782,0.0522,0,0.0024,0,0,0,0.004,0.007,0.0036,0.002,0.002,0.0188,0,0.002,0.0138,4e-4,0.003,6e-4,0.0016
case,0,0.2068,0.0054,8e-4,0.1406,0,0,0.0038,0,0,0,0,0.0836,2e-4,2e-4,0,0,0,0,0,0,0,0,0,0,0.004,0,0.0148,0
case,2e-4,0,0.043,0,0.0034,0,0,8e-4,2e-4,0,0,0,0.0572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nondiarrheal_control,0,0.6102,0,0,0.0038,0,2e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nondiarrheal_control,0.0036,2e-4,0.006,8e-4,0.0062,0,4e-4,0.0516,0,0.001,0,8e-4,0,0,2e-4,0,6e-4,0.001,0,0,0,0,0,0,0,0,0,0,0
nondiarrheal_control,0.5324,2e-4,0.0332,2e-4,0.0058,2e-4,2e-4,0,0,0,2e-4,0.3276,0.0014,0.0306,0,0,0,0,6e-4,0.0034,0,0,0,0.0044,0,0.003,0,0,0
nondiarrheal_control,0.0804,0.0064,0,0.1068,0.0484,0.015,0.0284,0,0.0858,0,0.015,0,0.001,0.0188,0,0,0.009,0,0,2e-4,0.0058,2e-4,0.0014,0.001,0.0118,2e-4,4e-4,4e-4,0.0042
nondiarrheal_control,0.3922,0,2e-4,0.0964,0.0658,0.2388,0,8e-4,0,2e-4,0,0.0436,0.007,0.0294,0,2e-4,0.0012,0,8e-4,2e-4,0.001,0.0076,0,0.0018,0,0.0036,0,0,0
nondiarrheal_control,0.0828,0.0156,0.0062,0.059,0,0,0,0,0,0.0328,0,0,0.0014,0,0,0.1682,0,4e-4,0.0228,0,2e-4,0.0042,0.0412,0.0198,0.0014,0,0,4e-4,0
case,4e-4,0.0074,0.0014,0.165,0.0022,0.2218,0,0,0,0,2e-4,0,0.0318,0.1334,0,0,0.0126,0,0,0,0,0,2e-4,0,0,0.0034,0.0208,0.0016,0
case,2e-4,0.1746,0.0032,0,0.01,0,0,8e-4,0,0,0,0,0.0994,0,0,0,0.0142,8e-4,0.181,0,0.01,0.012,0,0,2e-4,0,0,0.0054,0
case,0.1892,0.0442,0,0.047,0,0.0864,0,0.004,0,0.0092,0,0.0146,0.0042,0.021,0,0.0622,6e-4,8e-4,0.073,8e-4,0,0.0046,0.002,0.001,0.0212,0,0,0.009,0
nondiarrheal_control,0.3548,0,0.145,0.1222,0.0014,0.0698,0.0434,2e-4,0,0.1102,0,0,0.0082,0,0,0,0.0466,2e-4,0.0106,0.0142,0,0,0,0.0052,0,0,0,0.0024,0
nondiarrheal_control,4e-4,0.0624,0.0026,0,0.1688,0,2e-4,0,0,0.3214,0,0,0.024,0,0,0,0.03,2e-4,0,0,0.062,0,0,0,0,0.0014,0,8e-4,0
case,2e-4,2e-4,0.0012,0,0.0612,0,0,0.0028,0,2e-4,0,0,0.0442,0,0,0,0.028,0.1396,0.0098,0.0258,0,0,0,0,0,0.0188,0,0.0046,0
case,0.2756,0.0848,0.0038,0.0182,4e-4,0.0362,0.0326,0.004,0.084,4e-4,0.0078,0,0.0282,0.0196,0,0,2e-4,0,0.037,0.0164,0,0.0226,0.0026,0.0044,0.0132,0.036,0,0.0228,0.0012
case,0.1506,0.051,0.0034,0.049,0,0.1162,0.0112,0,0,0.1004,0,0.0276,0.0016,0,0,0,0.003,0.0142,0.0048,0.0124,0.002,0.0166,0,0.0272,0,0,0.0024,6e-4,0
case,8e-4,0,0.3236,4e-4,0.3036,2e-4,2e-4,0.0236,0.001,0.1376,0,0,0,0,2e-4,0,2e-4,0,0,0,6e-4,0,0,0,0,2e-4,0,2e-4,0
case,0,0.096,4e-4,0,2e-4,0.0812,0.1212,0,0.0568,2e-4,0,0,0.0388,0,0.1762,0,0.0098,2e-4,0.0012,0.0066,2e-4,0.2074,6e-4,0,0.004,0.003,0,0.0028,0
case,0.168,2e-4,0,0.0342,0.0026,0.0148,0.0156,0,0.1138,0.1032,0.022,0.009,0.0092,0.0012,0.054,6e-4,0.004,2e-4,0.0016,6e-4,6e-4,0.0632,0.0298,0.0242,0.0086,0,6e-4,2e-4,0.003
case,0.3444,2e-4,0.0746,0.0946,0.211,0.0566,0.0262,0.0012,0,0.0354,0,0,0.022,0,0,0,0.0084,2e-4,0.01,0.0152,0,2e-4,0,0.0034,0,0,0,0.0076,0
case,2e-4,0.1136,0.0224,4e-4,0.1676,0,2e-4,0,0,0.0086,0,0,0.005,0,2e-4,0,0.034,0,0,0.0078,2e-4,2e-4,0,0,0,0,0,6e-4,0
case,6e-4,0,0.3668,2e-4,0.1964,0,0,0.0102,0,0.001,0,2e-4,0,0,0,0,0,0.0074,0,0,0.0598,0,0,0,0,0.023,0,0,0
nondiarrheal_control,0.1342,0.2574,2e-4,0.0636,0,0,2e-4,2e-4,0,0.0586,0,0.2074,0.0018,0.0076,0,0,0.0044,0.0024,6e-4,0.0044,0.0012,0.0072,0,6e-4,0.0074,2e-4,0.0024,0,0.0024
nondiarrheal_control,0.1864,0.004,6e-4,0.0178,0.0032,0.0172,0.0208,0,0,0.149,0.0082,0.0314,0,0,0,0.0012,2e-4,0.0928,0,0,0.0036,0,8e-4,0.027,0,0,0.0018,0,0
case,0.048,4e-4,0.0034,0.0132,2e-4,0.0036,0,0.4894,0,0,0.004,8e-4,0,0.0116,8e-4,0,2e-4,0,4e-4,0.0022,0,4e-4,2e-4,8e-4,2e-4,0,2e-4,0,8e-4
case,0.0154,0.055,0.7664,6e-4,0.05,2e-4,0.001,2e-4,0.0024,2e-4,0.0012,2e-4,0.0242,8e-4,4e-4,2e-4,2e-4,0,0.001,2e-4,6e-4,0,0,2e-4,0,0,0,6e-4,0
case,0.0012,0.3746,0.0026,0,0,4e-4,0,0.0482,0.1734,0,2e-4,4e-4,0,0,2e-4,0,2e-4,2e-4,0,0,0,0,2e-4,0,0,0,0,0,0
case,0.107,0.014,0,0.1262,0,0.0616,0.0238,0.1644,0.009,0.0032,0.003,0,0,0.1894,0,0.0012,0.206,4e-4,0.0012,0,0,0,0.0032,0.0028,0,0.002,0,0,0
case,0.0036,0.164,0.3106,0.0018,0.022,0.002,0.0022,0.0136,0.0016,8e-4,8e-4,4e-4,0,0.0016,4e-4,2e-4,0.001,2e-4,2e-4,8e-4,0,4e-4,2e-4,0,0,0,0,0,2e-4
case,0.067,0.1664,2e-4,0.0834,0.0828,0,0.0782,4e-4,0,0.0666,0.0336,2e-4,0.0214,2e-4,0,2e-4,0,2e-4,0.0018,0,0,0,0.0032,6e-4,0,0,0,0,0
case,4e-4,0.0046,0.36,0.096,0.0114,0,0.0264,0.2214,0,0.0138,2e-4,0,0.0144,0.0152,0,2e-4,8e-4,2e-4,8e-4,4e-4,0,0,0,0,0.0034,0.0048,0,0.002,0
case,0.0452,0.425,0.224,0.001,0.0248,0.0048,0.0016,0.005,0,0.0058,0.0064,0.005,4e-4,0.001,0.005,0,0,0.0024,0,0.0034,0,0,2e-4,0.0016,0,0,4e-4,0,0
case,0.0012,2e-4,0.2898,4e-4,0.5346,0,0,0.0014,0,2e-4,2e-4,2e-4,0,0,0,0,0.0892,0,0,0,0,0,0,0,0,0,0,0,0
case,0.1298,0.004,0.01,0.0112,0.112,0.0392,0.011,0,2e-4,0,0.0244,0.047,0.0024,0.0104,0,0.012,0.0026,2e-4,0.002,0.0026,0.0058,0.0074,0,0.0336,0.0064,8e-4,0.0012,6e-4,0
case,0.1668,0.129,0.001,0.0232,0.0714,0.0394,0.034,8e-4,0,0.1744,0.0284,0,0,0,0,0,0,0,0,0,0,0,0.0016,0.0016,0.0018,0,2e-4,0,0.0064
case,0.1912,0,0.0298,0.1298,0.017,0,0.1178,0,0,0,0.0556,0,0.0134,0.0214,0,0,0,0,0,0,0,0,0.0358,0.0036,0,0.0056,0,6e-4,0.0176
nondiarrheal_control,0.0756,6e-4,0.173,0.0342,0.0108,0.042,0.0254,0,0.1736,0,0.0268,0,0.0012,0.0056,0.0142,0.0026,0.0338,0,0.0134,0.005,0,0.0458,0.0014,0.0012,0.001,0.0024,0,0.0014,0.011
nondiarrheal_control,0.0822,0.1428,4e-4,0.007,0.025,0.0066,0.0412,0,0.0866,0.073,0.043,0,0,4e-4,0.0064,0.0092,2e-4,0.0124,2e-4,2e-4,0.0026,0.001,0.0032,8e-4,0.002,0,4e-4,0,6e-4
nondiarrheal_control,0.2714,0.0056,0.0208,0.0078,0.0304,0.0014,0.007,0,0,0.0444,0.011,0.0276,0,0.0018,0.008,0.0022,0.013,0.092,0,0,0.0046,2e-4,6e-4,0.035,6e-4,0,0.0014,0,0
nondiarrheal_control,0.2036,2e-4,8e-4,0.043,6e-4,0.0676,0.0288,0,0,0.018,2e-4,0,0,0.0092,0,0.0122,0.0028,4e-4,0,0,0.0154,0.01,0.0286,0.004,0.005,0,0.001,0,0.002
nondiarrheal_control,0.2572,0,0.001,0.0536,4e-4,0.003,0.01,2e-4,0.1498,0.0072,0.067,0.0338,0.003,0.005,0,2e-4,4e-4,6e-4,2e-4,4e-4,0.0116,4e-4,0.0144,0.003,0.0068,0.0032,0.0092,2e-4,0.0016
nondiarrheal_control,0.042,2e-4,2e-4,0.0056,6e-4,0.004,0.0038,0,2e-4,0.1276,0.0296,0.004,0,0.0012,8e-4,0.0054,0,0.0118,0,2e-4,0.004,0.0014,0.006,0.0012,0.0012,0,6e-4,0,8e-4
nondiarrheal_control,0.0716,0.0326,2e-4,0.0102,0,0,0.0452,0,0,0.0064,0.042,0,0.001,4e-4,0.0108,0.0602,8e-4,0.0014,8e-4,0.0022,0.0016,0.0052,0.0022,4e-4,0.0064,0,0.001,6e-4,0.001
case,0.0014,0.0018,0.0036,0,0,0,0,0.038,0.0034,2e-4,4e-4,0,0,2e-4,0,0,0.0022,2e-4,4e-4,0,0,0,0,0,0,0.0012,0,0,0
case,0,0.0838,0.1064,0,0.0218,0,0,0.0118,0.1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
case,0.0518,0.0116,0.1088,0.0766,0.003,0.0236,0.1728,0.0026,4e-4,0.039,0.047,0,0,0.012,0,0.0376,0.0026,0.0012,0,0.0046,0.0048,0.0028,0.0034,0.0014,0,0,0.001,0,8e-4
